area,location_1,location_2,location_3,location_4,location_5,location_6,location_7,location_8,price,city_Islamabad,city_Karachi,city_Lahore,city_Peshawar,city_Rawalpindi,location,location_type_High,location_type_Low,location_type_Medium
125,0,0,0,0,1,1,1,0,8.3,0,0,0,1,0,Regi Model Town Phase 4,0,0,1
125,0,0,0,1,0,0,0,0,8.7,0,0,0,1,0,Regi Model Town Phase 3,0,0,1
125,0,0,0,1,0,0,0,0,8.8,0,0,0,1,0,Regi Model Town Phase 3,0,0,1
125,0,0,0,1,0,0,0,0,8.3,0,0,0,1,0,Regi Model Town Phase 3,0,0,1
125,0,0,0,1,0,0,0,1,3.5,0,0,0,1,0,Regi Model Town Phase 1,0,1,0
125,0,0,0,1,0,0,0,0,9.2,0,0,0,1,0,Regi Model Town Phase 3,0,0,1
125,0,0,0,1,0,0,0,1,3.8,0,0,0,1,0,Regi Model Town Phase 1,0,1,0
125,0,0,0,1,0,0,0,1,5.3,0,0,0,1,0,Regi Model Town Phase 1,0,1,0
125,0,0,0,0,0,1,0,0,6.5,0,0,0,1,0,Regi Model Town,0,0,1
125,0,0,0,1,0,1,0,0,2.7,1,0,0,0,0,Airport Green Garden,0,1,0
125,0,0,0,1,1,0,0,1,5.5,1,0,0,0,0,Top City 1,0,1,0
125,0,0,1,0,0,0,0,1,2.5,1,0,0,0,0,PECHS,0,1,0
125,0,0,0,1,1,0,0,1,6,1,0,0,0,0,Top City 1,0,1,0
125,0,0,0,1,1,1,1,0,2.8,1,0,0,0,0,Kashmir Highway,0,1,0
125,0,0,1,0,0,1,1,1,6.8,1,0,0,0,0,Bahria Town,0,0,1
125,0,0,0,1,0,0,1,1,8.2,1,0,0,0,0,I-12,0,0,1
125,0,0,1,0,0,1,0,1,10.2,1,0,0,0,0,Bahria Enclave,0,0,1
125,0,0,0,0,0,0,1,1,1.4,1,0,0,0,0,DHA Defence,0,1,0
125,0,0,0,1,0,0,1,1,8.4,1,0,0,0,0,I-12,0,0,1
125,0,0,0,1,1,1,1,0,3,1,0,0,0,0,Kashmir Highway,0,1,0
125,0,0,0,1,1,1,0,0,9,1,0,0,0,0,Park View City,0,0,1
125,0,0,0,1,1,1,0,0,8,1,0,0,0,0,Park View City,0,0,1
125,0,0,0,0,0,0,1,1,8.3,1,0,0,0,0,DHA Defence,0,0,1
125,0,0,1,0,0,1,0,1,8.6,1,0,0,0,0,Bahria Enclave,0,0,1
125,0,0,0,1,1,1,0,0,4.5,1,0,0,0,0,Park View City,0,1,0
125,0,0,0,0,0,0,1,1,1.32,1,0,0,0,0,DHA Defence,0,1,0
125,0,0,1,1,0,1,0,0,2.2,1,0,0,0,0,DHA Valley,0,1,0
125,0,0,0,1,1,0,1,0,6.4,1,0,0,0,0,MPCHS - Multi Gardens,0,0,1
125,0,0,1,0,0,1,0,1,9.5,1,0,0,0,0,Bahria Enclave,0,0,1
125,0,0,0,1,1,1,1,0,4.3,1,0,0,0,0,Kashmir Highway,0,1,0
125,0,0,1,1,0,1,1,1,6.3,1,0,0,0,0,Bahria Garden City,0,1,0
125,0,0,1,1,0,0,0,0,5.6,1,0,0,0,0,DHA Defence Phase 3,0,1,0
125,0,0,0,1,1,1,1,1,7.1,1,0,0,0,0,I-15,0,0,1
125,0,0,1,0,0,0,0,1,3,1,0,0,0,0,PECHS,0,1,0
125,0,0,0,1,1,1,1,1,6.5,1,0,0,0,0,I-15,0,0,1
125,0,0,0,0,0,0,1,1,5,1,0,0,0,0,DHA Defence,0,1,0
125,0,0,0,1,0,0,1,1,8.5,1,0,0,0,0,I-12,0,0,1
125,0,0,1,0,0,0,0,1,2.6,1,0,0,0,0,PECHS,0,1,0
125,0,0,0,1,1,1,1,1,6.7,1,0,0,0,0,I-15,0,0,1
125,0,0,0,0,0,0,1,1,1.45,1,0,0,0,0,DHA Defence,0,1,0
125,0,0,1,1,1,0,1,0,3.5,1,0,0,0,0,Tarnol,0,1,0
125,0,0,0,1,1,0,1,0,5.2,1,0,0,0,0,MPCHS - Multi Gardens,0,1,0
125,0,0,0,1,1,0,0,1,5.8,1,0,0,0,0,Top City 1,0,1,0
125,0,0,0,1,1,1,1,0,3.5,1,0,0,0,0,Kashmir Highway,0,1,0
125,0,0,0,1,0,0,1,1,12,1,0,0,0,0,I-12,0,0,1
125,0,0,1,0,0,1,0,1,7.7,1,0,0,0,0,Bahria Enclave,0,0,1
125,0,0,0,1,1,0,0,1,5,1,0,0,0,0,Top City 1,0,1,0
125,0,0,0,1,1,1,1,0,2.5,1,0,0,0,0,Kashmir Highway,0,1,0
125,0,0,0,1,1,1,1,0,1.8,1,0,0,0,0,Kashmir Highway,0,1,0
125,0,0,0,1,1,1,1,0,4.5,1,0,0,0,0,Kashmir Highway,0,1,0
125,0,0,0,1,1,0,1,1,11.5,1,0,0,0,0,DHA Defence Phase 5,0,0,1
125,0,0,0,1,1,0,0,1,5.2,1,0,0,0,0,Top City 1,0,1,0
125,0,0,0,1,1,1,1,0,3.2,1,0,0,0,0,Kashmir Highway,0,1,0
125,0,0,0,1,1,1,1,0,2.9,1,0,0,0,0,Kashmir Highway,0,1,0
125,0,0,0,1,1,1,0,0,7,1,0,0,0,0,Park View City,0,0,1
125,0,0,0,1,1,1,0,0,8.5,1,0,0,0,0,Park View City,0,0,1
125,0,0,0,1,1,0,0,1,5.6,1,0,0,0,0,Top City 1,0,1,0
125,0,0,0,1,1,0,0,1,7,1,0,0,0,0,Top City 1,0,0,1
125,0,0,0,1,1,1,1,0,4,1,0,0,0,0,Kashmir Highway,0,1,0
125,0,0,0,1,1,0,1,1,12.5,1,0,0,0,0,DHA Defence Phase 5,0,0,1
125,0,0,1,0,0,0,1,0,3.5,1,0,0,0,0,D-17,0,1,0
125,0,0,0,1,1,1,0,0,5.5,1,0,0,0,0,Park View City,0,1,0
125,0,0,0,1,1,1,0,0,6,1,0,0,0,0,Park View City,0,1,0
125,0,0,0,1,1,1,0,0,6.5,1,0,0,0,0,Park View City,0,0,1
125,0,0,1,0,0,1,1,1,7.5,1,0,0,0,0,Bahria Town,0,0,1
125,0,0,0,1,1,1,1,1,6.3,1,0,0,0,0,I-15,0,1,0
125,0,0,0,1,1,1,1,1,7.4,1,0,0,0,0,I-15,0,0,1
125,0,0,0,1,1,1,0,0,5,1,0,0,0,0,Park View City,0,1,0
125,0,0,0,1,1,1,0,0,15,1,0,0,0,0,Park View City,0,0,1
125,0,1,0,1,1,0,1,0,5,0,0,1,0,0,Central Park Housing Scheme,0,1,0
125,0,1,0,1,1,1,0,1,4,0,0,1,0,0,LDA City Phase 1 - Jinnah Sector,0,1,0
125,0,0,0,1,1,1,0,0,5.8,0,0,1,0,0,Park View City,0,1,0
125,0,1,0,1,1,0,1,0,4.5,0,0,1,0,0,Central Park Housing Scheme,0,1,0
125,0,1,0,1,1,0,0,1,7.6,0,0,1,0,0,DHA Phase 9 Prism,0,0,1
125,0,0,0,1,1,1,0,0,7.2,0,0,1,0,0,Park View City,0,0,1
125,0,0,0,1,1,1,0,0,3.6,0,0,1,0,0,Park View City,0,1,0
125,0,0,0,1,1,1,0,0,7.8,0,0,1,0,0,Park View City,0,0,1
125,0,1,1,0,0,0,1,0,2.5,0,0,1,0,0,Al-Kabir Town - Phase 2,0,1,0
125,0,1,1,0,0,1,0,0,12.5,0,0,1,0,0,Etihad Town,0,0,1
125,0,0,0,1,1,1,0,0,4,0,0,1,0,0,Park View City,0,1,0
125,0,0,0,1,1,1,0,0,4.8,0,0,1,0,0,Park View City,0,1,0
125,0,1,0,1,1,0,1,0,3.5,0,0,1,0,0,Central Park Housing Scheme,0,1,0
125,0,1,1,0,0,1,1,0,5.3,0,0,1,0,0,DHA 9 Town,0,1,0
125,0,0,0,1,1,1,0,0,7.5,0,0,1,0,0,Park View City,0,0,1
125,0,1,0,1,1,0,0,1,6.5,0,0,1,0,0,DHA Phase 9 Prism,0,0,1
125,0,1,1,0,1,0,0,1,7.8,0,0,1,0,0,Lake City - Sector M-8,0,0,1
125,0,1,0,1,1,0,0,1,6.9,0,0,1,0,0,DHA Phase 9 Prism,0,0,1
125,0,1,1,0,1,0,1,0,5.5,0,0,1,0,0,Khayaban-e-Amin,0,1,0
125,0,1,1,0,1,0,1,0,6.7,0,0,1,0,0,Khayaban-e-Amin,0,0,1
125,0,1,1,0,0,0,1,0,7,0,0,1,0,0,Al-Kabir Town - Phase 2,0,0,1
125,0,0,1,0,0,1,1,1,7.9,0,0,1,0,0,Bahria Town,0,0,1
125,0,1,1,0,0,1,1,0,9.9,0,0,1,0,0,DHA 9 Town,0,0,1
125,0,1,1,0,0,1,1,0,10,0,0,1,0,0,DHA 9 Town,0,0,1
125,0,0,0,0,0,0,1,1,6.3,0,0,1,0,0,DHA Defence,0,1,0
125,0,1,1,0,1,1,0,0,7.5,0,0,1,0,0,Bahria Town - Sector E,0,0,1
125,0,1,1,0,1,1,0,1,3.3,0,0,1,0,0,Grand Avenues Housing Scheme,0,1,0
125,0,1,1,0,0,0,0,1,4.5,0,0,1,0,0,Bahria Orchard Phase 4,0,1,0
125,0,1,1,0,1,1,1,0,3.2,0,0,1,0,0,New Lahore City - Phase 3,0,1,0
125,0,1,1,0,1,1,1,0,4.1,0,0,1,0,0,New Lahore City - Phase 3,0,1,0
125,0,1,0,1,1,0,0,1,6.8,0,0,1,0,0,DHA Phase 9 Prism,0,0,1
125,0,1,1,0,0,1,1,0,10.6,0,0,1,0,0,DHA 9 Town,0,0,1
125,0,1,1,1,0,0,0,0,11,0,0,1,0,0,Lake City - Sector M-7,0,0,1
125,0,0,0,1,1,1,0,0,6.5,0,0,1,0,0,Park View City,0,0,1
125,0,0,0,1,1,1,0,0,6,0,0,1,0,0,Park View City,0,1,0
125,0,0,0,1,1,1,0,0,4.4,0,0,1,0,0,Park View City,0,1,0
125,0,1,1,0,1,0,1,0,2.9,0,0,1,0,0,Khayaban-e-Amin,0,1,0
125,0,1,1,0,1,0,1,0,5.4,0,0,1,0,0,Khayaban-e-Amin,0,1,0
125,0,1,1,0,0,0,1,0,6,0,0,1,0,0,Al-Kabir Town - Phase 2,0,1,0
125,0,1,1,1,0,0,1,0,7.9,0,0,1,0,0,Midcity,0,0,1
125,0,1,0,1,1,0,1,0,5.5,0,0,1,0,0,Central Park Housing Scheme,0,1,0
125,0,1,1,1,0,0,1,1,10.2,0,0,1,0,0,Paragon City,0,0,1
125,0,1,1,1,0,1,0,0,11.2,0,0,1,0,0,Etihad Town Phase 1,0,0,1
125,0,1,1,1,0,0,0,0,8.5,0,0,1,0,0,Lake City - Sector M-7,0,0,1
125,0,0,0,0,0,0,1,1,5.5,0,0,1,0,0,DHA Defence,0,1,0
125,0,1,1,1,0,1,1,0,5.5,0,0,1,0,0,Al Rehman Garden,0,1,0
125,0,1,1,0,1,0,1,0,8,0,0,1,0,0,Khayaban-e-Amin,0,0,1
125,0,1,1,1,0,1,1,1,3.2,0,0,1,0,0,Al-Noor Orchard,0,1,0
125,0,1,1,1,1,0,0,0,11,0,0,1,0,0,DHA 11 Rahbar Phase 2,0,0,1
125,0,1,1,1,1,0,1,0,3.2,0,0,1,0,0,Low Cost Sector,0,1,0
125,0,1,0,1,1,0,1,1,9.5,0,0,1,0,0,Lake City,0,0,1
125,0,1,1,1,1,1,0,0,1.75,0,0,1,0,0,Cantt,0,1,0
125,0,1,1,0,0,1,0,0,4.32,0,0,1,0,0,Etihad Town,0,1,0
125,0,0,0,0,0,0,1,1,9,0,0,1,0,0,DHA Defence,0,0,1
125,0,1,1,1,1,1,1,1,8.3,0,0,1,0,0,DHA 11 Rahbar Phase 2 Extension,0,0,1
125,0,1,0,1,1,0,1,0,8.5,0,0,1,0,0,Central Park Housing Scheme,0,0,1
125,0,1,1,1,0,0,1,1,14,0,0,1,0,0,Paragon City,0,0,1
125,0,1,1,0,1,0,1,0,5.6,0,0,1,0,0,Khayaban-e-Amin,0,1,0
125,0,1,1,1,0,0,1,1,12.5,0,0,1,0,0,Paragon City,0,0,1
125,1,0,0,0,0,0,1,1,3.5,0,0,1,0,0,Bahria Orchard,0,1,0
125,1,0,0,0,0,1,0,1,7.5,0,0,1,0,0,DHA 11 Rahbar Phase 4,0,0,1
125,0,1,1,1,1,1,1,1,7.7,0,0,1,0,0,DHA 11 Rahbar Phase 2 Extension,0,0,1
125,1,0,0,0,0,1,1,1,7.5,0,0,1,0,0,Nasheman-e-Iqbal Phase 2,0,0,1
125,0,1,1,1,1,0,0,0,7.5,0,0,1,0,0,DHA 11 Rahbar Phase 2,0,0,1
125,0,1,1,0,1,1,0,0,12.5,0,0,1,0,0,Bahria Town - Sector E,0,0,1
125,0,0,0,1,1,1,0,0,5,0,0,1,0,0,Park View City,0,1,0
125,0,0,0,0,0,0,1,1,16,0,0,1,0,0,DHA Defence,0,0,1
125,0,1,0,1,0,1,1,0,12,0,0,1,0,0,DHA Phase 8,0,0,1
125,0,1,1,1,1,0,0,0,10.2,0,0,1,0,0,DHA 11 Rahbar Phase 2,0,0,1
125,1,0,0,0,1,1,0,1,5.8,0,0,1,0,0,Bahria Nasheman,0,1,0
125,0,1,1,0,1,0,1,0,7,0,0,1,0,0,Khayaban-e-Amin,0,0,1
125,0,1,1,0,1,1,1,0,4,0,0,1,0,0,New Lahore City - Phase 3,0,1,0
125,1,0,0,0,0,1,1,1,7,0,0,1,0,0,Nasheman-e-Iqbal Phase 2,0,0,1
125,0,0,0,1,1,1,0,0,5.5,0,0,1,0,0,Park View City,0,1,0
125,0,0,0,1,1,1,0,0,4.5,0,0,1,0,0,Park View City,0,1,0
125,0,1,0,1,1,0,0,1,7.2,0,0,1,0,0,DHA Phase 9 Prism,0,0,1
125,0,1,0,1,0,1,1,0,7.3,0,0,1,0,0,DHA Phase 8,0,0,1
125,0,1,1,0,0,1,1,0,11.2,0,0,1,0,0,DHA 9 Town,0,0,1
125,0,1,1,0,1,1,1,0,3.8,0,0,1,0,0,New Lahore City - Phase 3,0,1,0
125,0,1,1,0,0,0,1,1,5.5,0,0,1,0,0,New Lahore City - Phase 2,0,1,0
125,0,1,1,0,1,1,1,0,3,0,0,1,0,0,New Lahore City - Phase 3,0,1,0
125,0,1,1,1,0,1,1,0,7.5,0,0,1,0,0,Al Rehman Garden,0,0,1
125,1,0,0,0,1,0,0,1,1.9,0,0,1,0,0,Safari Garden Housing Scheme,0,1,0
125,0,1,1,0,0,0,1,0,6.7,0,0,1,0,0,Al-Kabir Town - Phase 2,0,0,1
125,1,0,0,0,0,1,0,1,6,0,0,1,0,0,DHA 11 Rahbar Phase 4,0,1,0
125,0,1,0,1,1,0,1,0,4.2,0,0,1,0,0,Central Park Housing Scheme,0,1,0
125,0,1,1,0,1,0,1,1,6,0,0,1,0,0,Bahria Town - Sector F,0,1,0
125,1,0,0,1,0,0,0,1,2.7,0,0,1,0,0,NFC 2,0,1,0
125,1,0,0,1,0,0,0,1,2.4,0,0,1,0,0,NFC 2,0,1,0
125,0,1,1,0,0,1,1,0,12,0,0,1,0,0,DHA 9 Town,0,0,1
125,0,1,0,1,1,0,1,0,4,0,0,1,0,0,Central Park Housing Scheme,0,1,0
125,0,0,0,1,1,1,0,0,8.5,0,0,1,0,0,Park View City,0,0,1
125,0,1,0,1,1,0,1,0,3.3,0,0,1,0,0,Central Park Housing Scheme,0,1,0
125,0,0,0,1,1,1,0,0,7,0,0,1,0,0,Park View City,0,0,1
125,0,1,0,1,1,0,1,0,6,0,0,1,0,0,Central Park Housing Scheme,0,1,0
125,1,0,0,1,0,1,0,0,4.5,0,0,1,0,0,Wagha Town,0,1,0
125,0,1,1,1,0,0,1,1,7.5,0,0,1,0,0,Paragon City,0,0,1
125,0,0,0,1,1,1,0,0,6.8,0,0,1,0,0,Park View City,0,0,1
125,0,0,0,1,1,1,0,0,9,0,0,1,0,0,Park View City,0,0,1
125,0,1,1,1,0,0,1,1,13,0,0,1,0,0,Paragon City,0,0,1
125,0,1,1,1,0,0,1,1,13.5,0,0,1,0,0,Paragon City,0,0,1
125,0,1,1,1,0,0,1,1,10,0,0,1,0,0,Paragon City,0,0,1
125,0,1,1,1,0,0,1,1,9.2,0,0,1,0,0,Paragon City,0,0,1
125,0,1,0,1,1,0,0,1,6,0,0,1,0,0,DHA Phase 9 Prism,0,1,0
125,1,0,0,0,0,0,1,1,4.5,0,0,1,0,0,Bahria Orchard,0,1,0
125,0,1,1,0,0,0,1,0,2.8,0,0,1,0,0,Al-Kabir Town - Phase 2,0,1,0
125,0,1,1,1,0,0,1,1,12.7,0,0,1,0,0,Paragon City,0,0,1
125,1,0,0,1,0,1,1,0,2.16,0,0,1,0,0,GT Road,0,1,0
125,1,0,0,1,1,0,1,1,13,0,0,1,0,0,Bahria Town - Sector D,0,0,1
125,0,1,0,1,1,0,1,0,4.6,0,0,1,0,0,Central Park Housing Scheme,0,1,0
125,0,1,0,1,1,0,1,0,5.2,0,0,1,0,0,Central Park Housing Scheme,0,1,0
125,1,0,0,1,1,1,1,0,7.5,0,0,1,0,0,Defence Road,0,0,1
125,0,1,0,1,1,0,1,0,6.2,0,0,1,0,0,Central Park Housing Scheme,0,1,0
125,0,0,0,0,0,0,1,1,14,0,0,1,0,0,DHA Defence,0,0,1
125,0,1,0,1,1,0,1,0,3.4,0,0,1,0,0,Central Park Housing Scheme,0,1,0
125,1,0,0,0,0,1,0,1,6.3,0,0,1,0,0,DHA 11 Rahbar Phase 4,0,1,0
125,0,1,0,1,1,0,1,0,3.8,0,0,1,0,0,Central Park Housing Scheme,0,1,0
125,0,1,0,1,1,0,0,1,8,0,0,1,0,0,DHA Phase 9 Prism,0,0,1
125,0,0,0,1,1,1,0,0,5.3,0,0,1,0,0,Park View City,0,1,0
125,0,0,0,1,1,1,0,0,6.6,0,0,1,0,0,Park View City,0,0,1
125,0,1,0,1,1,1,1,1,13.6,0,0,1,0,0,DHA Phase 7,0,0,1
125,0,0,0,1,1,1,0,0,7.95,0,0,1,0,0,Park View City,0,0,1
125,0,1,1,1,1,0,0,0,9.3,0,0,1,0,0,DHA 11 Rahbar Phase 2,0,0,1
125,0,1,1,1,1,1,1,1,10,0,0,1,0,0,DHA 11 Rahbar Phase 2 Extension,0,0,1
125,1,0,0,0,0,1,0,1,5,0,0,1,0,0,DHA 11 Rahbar Phase 4,0,1,0
125,0,1,1,0,0,1,1,0,13,0,0,1,0,0,DHA 9 Town,0,0,1
125,0,1,1,0,0,1,1,0,12.7,0,0,1,0,0,DHA 9 Town,0,0,1
125,0,1,1,0,0,1,1,0,12.8,0,0,1,0,0,DHA 9 Town,0,0,1
125,0,0,0,1,1,1,0,0,8,0,0,1,0,0,Park View City,0,0,1
125,1,0,0,0,0,1,0,1,3.6,0,0,1,0,0,DHA 11 Rahbar Phase 4,0,1,0
125,0,1,1,0,0,1,1,0,10.5,0,0,1,0,0,DHA 9 Town,0,0,1
125,1,0,0,0,0,1,0,1,3.5,0,0,1,0,0,DHA 11 Rahbar Phase 4,0,1,0
125,0,1,0,1,1,0,0,1,7.4,0,0,1,0,0,DHA Phase 9 Prism,0,0,1
125,0,1,0,1,1,0,0,1,8.2,0,0,1,0,0,DHA Phase 9 Prism,0,0,1
125,0,1,0,1,1,0,0,1,10,0,0,1,0,0,DHA Phase 9 Prism,0,0,1
125,1,0,1,0,0,0,0,0,4.62,0,0,1,0,0,Bismillah Housing Scheme,0,1,0
125,1,0,1,0,0,0,0,1,2.5,0,0,1,0,0,Bahria Education & Medical City,0,1,0
125,0,1,0,1,1,0,0,1,9.2,0,0,1,0,0,DHA Phase 9 Prism,0,0,1
125,0,0,0,1,1,1,0,0,5.2,0,0,1,0,0,Park View City,0,1,0
125,0,0,0,1,1,1,0,0,5.7,0,0,1,0,0,Park View City,0,1,0
125,0,1,0,1,1,0,0,1,9,0,0,1,0,0,DHA Phase 9 Prism,0,0,1
125,1,0,0,1,0,1,1,0,1.2,0,0,1,0,0,GT Road,0,1,0
125,1,0,0,0,0,0,1,1,3.2,0,0,1,0,0,Bahria Orchard,0,1,0
125,1,0,1,0,0,0,0,0,8.62,0,0,1,0,0,Bismillah Housing Scheme,0,0,1
125,0,0,0,1,1,1,0,0,6.3,0,0,1,0,0,Park View City,0,1,0
125,0,0,0,1,1,1,0,0,7.3,0,0,1,0,0,Park View City,0,0,1
125,0,0,0,1,1,1,0,0,4.6,0,0,1,0,0,Park View City,0,1,0
125,0,0,0,1,1,1,0,0,4.3,0,0,1,0,0,Park View City,0,1,0
125,0,0,0,1,1,1,0,0,4.1,0,0,1,0,0,Park View City,0,1,0
125,1,0,1,0,0,0,1,0,6.35,0,0,1,0,0,Ferozepur Road,0,1,0
125,0,1,0,1,1,0,0,1,9.3,0,0,1,0,0,DHA Phase 9 Prism,0,0,1
125,0,1,1,1,1,0,0,1,4,0,0,1,0,0,Chinar Bagh,0,1,0
125,0,1,1,1,1,0,0,1,3.5,0,0,1,0,0,Chinar Bagh,0,1,0
125,0,1,1,0,1,0,1,0,5.2,0,0,1,0,0,Khayaban-e-Amin,0,1,0
125,0,1,1,0,1,0,1,0,2.8,0,0,1,0,0,Khayaban-e-Amin,0,1,0
125,0,1,1,0,1,0,1,0,4.4,0,0,1,0,0,Khayaban-e-Amin,0,1,0
125,0,1,1,0,1,0,0,1,7.2,0,0,1,0,0,Lake City - Sector M-8,0,0,1
125,0,1,1,1,0,0,0,0,6.5,0,0,1,0,0,Lake City - Sector M-7,0,0,1
125,1,0,0,0,0,1,0,1,4.4,0,0,1,0,0,DHA 11 Rahbar Phase 4,0,1,0
125,1,0,0,0,0,1,0,1,5.5,0,0,1,0,0,DHA 11 Rahbar Phase 4,0,1,0
125,1,0,0,0,0,1,0,1,5.7,0,0,1,0,0,DHA 11 Rahbar Phase 4,0,1,0
125,1,0,0,0,0,1,0,1,4.2,0,0,1,0,0,DHA 11 Rahbar Phase 4,0,1,0
125,1,0,0,0,0,1,0,1,5.3,0,0,1,0,0,DHA 11 Rahbar Phase 4,0,1,0
125,0,1,0,0,0,0,1,0,5,0,0,1,0,0,Fazaia Housing Scheme,0,1,0
125,0,1,1,1,1,0,0,1,5,0,0,1,0,0,Chinar Bagh,0,1,0
125,0,0,0,0,0,0,1,1,9.5,0,0,1,0,0,DHA Defence,0,0,1
125,0,1,1,1,1,0,0,0,10.1,0,0,1,0,0,DHA 11 Rahbar Phase 2,0,0,1
125,0,0,0,1,1,1,0,0,7.4,0,0,1,0,0,Park View City,0,0,1
125,1,1,0,1,1,1,1,1,8.5,0,0,0,0,1,Bahria Town Phase 8 - Safari Valley,0,0,1
125,1,1,0,1,1,1,0,0,7.5,0,0,0,0,1,Bahria Town Phase 8,0,0,1
125,1,1,1,0,0,0,0,0,1.75,0,0,0,0,1,Bahria Town Phase 8 Extension,0,1,0
125,1,1,0,1,1,1,0,0,6.8,0,0,0,0,1,Bahria Town Phase 8,0,0,1
125,1,1,0,1,1,1,0,0,1.75,0,0,0,0,1,Bahria Town Phase 8,0,1,0
125,1,1,0,1,1,1,0,0,6.5,0,0,0,0,1,Bahria Town Phase 8,0,0,1
125,1,1,0,1,1,1,0,0,7.6,0,0,0,0,1,Bahria Town Phase 8,0,0,1
125,1,1,1,0,0,0,1,0,1.3,0,0,0,0,1,CBR Town Phase 2,0,1,0
125,1,1,1,0,0,0,1,0,3,0,0,0,0,1,CBR Town Phase 2,0,1,0
125,1,1,0,1,1,1,0,0,2.8,0,0,0,0,1,Bahria Town Phase 8,0,1,0
125,1,1,0,1,1,1,0,0,2.92,0,0,0,0,1,Bahria Town Phase 8,0,1,0
125,1,1,0,1,1,1,1,1,8,0,0,0,0,1,Bahria Town Phase 8 - Safari Valley,0,0,1
125,1,1,1,0,0,1,0,0,1.58,0,0,0,0,1,Chakri Road,0,1,0
125,1,1,1,0,0,1,0,1,5.2,0,0,0,0,1,Taj Residencia,0,1,0
125,1,1,0,1,1,1,1,1,9,0,0,0,0,1,Bahria Town Phase 8 - Safari Valley,0,0,1
125,1,1,0,1,1,1,0,0,8,0,0,0,0,1,Bahria Town Phase 8,0,0,1
125,1,1,1,0,0,1,1,0,3,0,0,0,0,1,UpCountry Enclosures Housing Society,0,1,0
125,1,1,0,1,1,1,0,0,7,0,0,0,0,1,Bahria Town Phase 8,0,0,1
125,1,1,0,1,1,1,0,0,3,0,0,0,0,1,Bahria Town Phase 8,0,1,0
125,1,1,0,1,1,1,1,1,8.6,0,0,0,0,1,Bahria Town Phase 8 - Safari Valley,0,0,1
125,1,1,0,1,1,1,1,1,8.4,0,0,0,0,1,Bahria Town Phase 8 - Safari Valley,0,0,1
125,1,1,0,1,1,1,0,0,2,0,0,0,0,1,Bahria Town Phase 8,0,1,0
125,1,1,1,0,0,1,0,0,1,0,0,0,0,1,Chakri Road,0,1,0
125,1,1,1,0,0,1,0,0,1.8,0,0,0,0,1,Chakri Road,0,1,0
125,1,1,1,0,0,1,0,0,2.2,0,0,0,0,1,Chakri Road,0,1,0
125,1,1,1,0,0,0,0,0,2,0,0,0,0,1,Bahria Town Phase 8 Extension,0,1,0
125,1,1,1,0,0,0,0,0,2.1,0,0,0,0,1,Bahria Town Phase 8 Extension,0,1,0
125,1,1,1,0,0,0,0,0,2.2,0,0,0,0,1,Bahria Town Phase 8 Extension,0,1,0
125,1,1,0,1,1,1,0,0,5.6,0,0,0,0,1,Bahria Town Phase 8,0,1,0
